10,0.0438718205
7556,0
14,0.0399351253
62,1.109557878
18,0.0456775844
4669,0.2809851502
113,0.2519570581
57,0.0499279115
75,0.0173819171
33,0.1226807139
89,0.0140167342
27,0.0187054579
103,0.343274805
13,0.0165252827
56,0.0101583464
54,0.1151843059
4414,0.0565621353
34,0.0157511221
2255,0.2861327877
63,0.1184459392
49,0.0214883387
8085,0.0379066016
6,0.0805633831
4,0.0671784279
4668,0.2259195293
24,0.2097300924
15,0.0171472676
51,0.1100880648
2792,0.0323573875
20,0.055175259
85,0.2997030174
61,1.0847945809
19,0.0319363087
68,0.0456211146
105,2.1641837721
55,0.0131811692
39,1.2626783618
50,2.0499247523
7496,0.0002922182
74,0.7241039097
25,0.0864199635
99,0.514387549
3,0.134384382
8,0.0655318341
59,0.0755354573
1,0.0602738341
97,1.3664635698
110,0.3585440948
73,0.3623278976
71,2.3699958948
67,0.504631176
115,0.2900168572
11,0.0690433587
70,0.9026744928
69,0.6949048276
9,0.0481496889
38,0.3582642119
36,0.4202666857
37,2.9466123702
22,0.3953683975
30,0.1343914892
26,0.146492503
17,0.5878582261
86,0.2163631329
96,0.0214167073
12,0.0452978555
40,0.3577567852
98,4.1044054964
4627,0.0085610983
16,0.0361712421
31,0.1834740806
60,0.9281707938
92,0.0275066894
28,0.0905308374
2,0.0618953985
23,0.2047346156
7,0.1670268868
91,0.6029755519
93,2.2546787948
95,0.0049944685
114,0.3513044673
94,3.4609252633
123,0.1164904547
137,0.0689009216
126,0.2016380174
127,0.4803900103
104,0.1015556152
29,0.6783235364
21,0.4483800383
4606,0.0082878015
42,0.1580376052
35,0.5345660758
4772,0
52,0.0219752157
48,0.0989322922
58,0.6853874535
129,0.8241287332
102,0.187177927
128,0.3245376611
124,0.4437901832
112,0.2499415345
65,0.3216963283
83,0.3984800045
53,0.6533675224
32,0.5080013552
5118,0.0492875407
7562,0.0008766547
88,0.1113920451
125,0.2770060815
84,1.6106550045
66,2.9253618269
